XRD_sample ● Full Chart
Wavelength = 1.54059
5	117.00
5.02	114.00
5.04	101.00
5.06	82.00
5.08	124.00
5.1	107.00
5.12	96.00
5.14	124.00
5.16	123.00
5.18	129.00
5.2	96.00
5.22	136.00
5.24	90.00
5.26	98.00
5.28	122.00
5.3	107.00
5.32	99.00
5.34	92.00
5.36	108.00
5.38	90.00
5.4	95.00
5.42	104.00
5.44	115.00
5.46	97.00
5.48	97.00
5.5	121.00
5.52	90.00
5.54	100.00
5.56	105.00
5.58	105.00
5.6	105.00
5.62	109.00
5.64	90.00
5.66	108.00
5.68	129.00
5.7	100.00
5.72	113.00
5.74	120.00
5.76	115.00
5.78	112.00
5.8	108.00
5.82	100.00
5.84	110.00
5.86	118.00
5.88	103.00
5.9	106.00
5.92	111.00
5.94	98.00
5.96	132.00
5.98	95.00
6	107.00
6.02	110.00
6.04	125.00
6.06	123.00
6.08	104.00
6.1	110.00
6.12	101.00
6.14	105.00
6.16	92.00
6.18	101.00
6.2	105.00
6.22	98.00
6.24	95.00
6.26	117.00
6.28	117.00
6.3	95.00
6.32	99.00
6.34	108.00
6.36	100.00
6.38	117.00
6.4	125.00
6.42	106.00
6.44	104.00
6.46	102.00
6.48	105.00
6.5	115.00
6.52	120.00
6.54	126.00
6.56	111.00
6.58	87.00
6.6	100.00
6.62	108.00
6.64	94.00
6.66	109.00
6.68	112.00
6.7	99.00
6.72	98.00
6.74	123.00
6.76	143.00
6.78	104.00
6.8	114.00
6.82	96.00
6.84	113.00
6.86	112.00
6.88	95.00
6.9	89.00
6.92	111.00
6.94	113.00
6.96	114.00
6.98	127.00
7	113.00
7.02	101.00
7.04	99.00
7.06	99.00
7.08	104.00
7.1	116.00
7.12	107.00
7.14	102.00
7.16	100.00
7.18	113.00
7.2	105.00
7.22	100.00
7.24	99.00
7.26	102.00
7.28	89.00
7.3	110.00
7.32	101.00
7.34	100.00
7.36	107.00
7.38	133.00
7.4	134.00
7.42	90.00
7.44	92.00
7.46	119.00
7.48	96.00
7.5	109.00
7.52	105.00
7.54	129.00
7.56	121.00
7.58	109.00
7.6	123.00
7.62	114.00
7.64	117.00
7.66	96.00
7.68	122.00
7.7	113.00
7.72	101.00
7.74	109.00
7.76	120.00
7.78	96.00
7.8	99.00
7.82	104.00
7.84	106.00
7.86	126.00
7.88	99.00
7.9	113.00
7.92	116.00
7.94	100.00
7.96	108.00
7.98	117.00
8	109.00
8.02	104.00
8.04	104.00
8.06	96.00
8.08	113.00
8.1	110.00
8.12	117.00
8.14	129.00
8.16	133.00
8.18	117.00
8.2	100.00
8.22	88.00
8.24	127.00
8.26	122.00
8.28	122.00
8.3	123.00
8.32	109.00
8.34	106.00
8.36	113.00
8.38	120.00
8.4	118.00
8.42	111.00
8.44	91.00
8.46	128.00
8.48	106.00
8.5	131.00
8.52	111.00
8.54	99.00
8.56	121.00
8.58	130.00
8.6	100.00
8.62	111.00
8.64	113.00
8.66	106.00
8.68	115.00
8.7	104.00
8.72	114.00
8.74	102.00
8.76	126.00
8.78	106.00
8.8	98.00
8.82	105.00
8.84	122.00
8.86	120.00
8.88	123.00
8.9	112.00
8.92	138.00
8.94	127.00
8.96	131.00
8.98	117.00
9	120.00
9.02	121.00
9.04	109.00
9.06	149.00
9.08	100.00
9.1	139.00
9.12	127.00
9.14	125.00
9.16	116.00
9.18	123.00
9.2	117.00
9.22	103.00
9.24	120.00
9.26	120.00
9.28	107.00
9.3	89.00
9.32	117.00
9.34	107.00
9.36	113.00
9.38	127.00
9.4	123.00
9.42	116.00
9.44	114.00
9.46	131.00
9.48	138.00
9.5	130.00
9.52	108.00
9.54	120.00
9.56	118.00
9.58	92.00
9.6	115.00
9.62	123.00
9.64	137.00
9.66	126.00
9.68	119.00
9.7	119.00
9.72	116.00
9.74	114.00
9.76	127.00
9.78	100.00
9.8	140.00
9.82	101.00
9.84	118.00
9.86	139.00
9.88	118.00
9.9	119.00
9.92	126.00
9.94	122.00
9.96	119.00
9.98	111.00
10	134.00
10.02	123.00
10.04	109.00
10.06	131.00
10.08	131.00
10.1	125.00
10.12	134.00
10.14	120.00
10.16	121.00
10.18	128.00
10.2	134.00
10.22	119.00
10.24	131.00
10.26	137.00
10.28	122.00
10.3	124.00
10.32	123.00
10.34	125.00
10.36	118.00
10.38	128.00
10.4	128.00
10.42	117.00
10.44	115.00
10.46	114.00
10.48	123.00
10.5	131.00
10.52	125.00
10.54	117.00
10.56	134.00
10.58	123.00
10.6	147.00
10.62	127.00
10.64	130.00
10.66	134.00
10.68	149.00
10.7	120.00
10.72	138.00
10.74	136.00
10.76	100.00
10.78	132.00
10.8	136.00
10.82	127.00
10.84	116.00
10.86	126.00
10.88	124.00
10.9	122.00
10.92	127.00
10.94	118.00
10.96	119.00
10.98	102.00
11	124.00
11.02	139.00
11.04	128.00
11.06	134.00
11.08	125.00
11.1	127.00
11.12	136.00
11.14	141.00
11.16	137.00
11.18	130.00
11.2	127.00
11.22	129.00
11.24	141.00
11.26	122.00
11.28	156.00
11.3	130.00
11.32	119.00
11.34	129.00
11.36	122.00
11.38	122.00
11.4	111.00
11.42	130.00
11.44	128.00
11.46	143.00
11.48	143.00
11.5	134.00
11.52	132.00
11.54	153.00
11.56	136.00
11.58	117.00
11.6	123.00
11.62	134.00
11.64	142.00
11.66	148.00
11.68	142.00
11.7	138.00
11.72	124.00
11.74	136.00
11.76	136.00
11.78	131.00
11.8	143.00
11.82	145.00
11.84	131.00
11.86	114.00
11.88	163.00
11.9	138.00
11.92	135.00
11.94	148.00
11.96	143.00
11.98	134.00
12	144.00
12.02	152.00
12.04	154.00
12.06	160.00
12.08	148.00
12.1	129.00
12.12	155.00
12.14	153.00
12.16	142.00
12.18	138.00
12.2	145.00
12.22	154.00
12.24	155.00
12.26	144.00
12.28	155.00
12.3	157.00
